file	line	key	kind	burmese	english	reviewer_fix	notes
src/lib/ui.ts	248	revealNote	app voice (plain Burmese)	ဒီအရေအတွက်က တကယ့် မဲတွေကနေ တွက်ထားတာပါ။	That number comes from the votes actually cast.		
src/lib/ui.ts	249	playAgain	app voice (plain Burmese)	နောက်တစ်ပွဲ →	Play again →		
src/lib/ui.ts	250	leaveTable	app voice (plain Burmese)	စားပွဲမှ ထွက်ပါ	Leave the table		
src/lib/ui.ts	253	footerNote	app voice (plain Burmese)	အန္တရာယ်အဆင့် မရှိ၊ အဆုံးအဖြတ် မရှိ — အမည်တပ်ထားတဲ့ နည်းစနစ်နဲ့ သဲလွန်စသာ။ မြန်မာစာများမှာ မူကြမ်းဖြစ်ပြီး ဌာနေစကားပြောသူ စစ်ဆေးဖို့ ကျန်ရှိပါတယ်။	No risk tiers, no verdicts — only named techniques and their tells. Burmese strings are drafts pending native-speaker review.		
src/content/pack.ts	29	mm	app voice (plain Burmese)	အရေးပေါ် ဖိအား			
src/content/pack.ts	31	tellMm	app voice (plain Burmese)	တကယ့် ဘဏ်က အချိန်ရေတွက်ပြီး မလုပ်ခိုင်းဘူး။			
src/content/pack.ts	37	mm	app voice (plain Burmese)	အတုအယောင် အာဏာ			
src/content/pack.ts	39	tellMm	app voice (plain Burmese)	ရာထူးနဲ့ တံဆိပ်က အလွယ်တကူ တုလို့ရတယ်။ နာမည်ကို သီးခြား စစ်ကြည့်ပါ။			
src/content/pack.ts	45	mm	app voice (plain Burmese)	စိတ်လှုပ်ရှား ဆွဲဆောင်မှု			
src/content/pack.ts	47	tellMm	app voice (plain Burmese)	စာတစ်စောင်ဖတ်ပြီး ရုတ်တရက် ဒေါသထွက်သွားတာ၊ ကြောက်သွားတာ ဖြစ်ရင် ခဏရပ်လိုက်ပါ။			
src/content/pack.ts	53	mm	app voice (plain Burmese)	ပြင်ဆင်ထားတဲ့ ပုံ/သံ			
src/content/pack.ts	55	tellMm	app voice (plain Burmese)	ပုံ တစ်ပုံတည်းနဲ့ မယုံပါနဲ့။ မူရင်းကို ရှာပါ။			
src/content/pack.ts	61	mm	app voice (plain Burmese)	အတု ကျွမ်းကျင်သူ			
src/content/pack.ts	63	tellMm	app voice (plain Burmese)	တကယ့် ကျွမ်းကျင်သူဆို စစ်ဆေးလို့ရတဲ့ အထောက်အထား ရှိတယ်။			
src/content/pack.ts	69	mm	app voice (plain Burmese)	အကြောင်းအရာ လွဲ			
src/content/pack.ts	71	tellMm	app voice (plain Burmese)	ပုံ မှန်ပေမဲ့ ဇာတ်လမ်း လွဲနေတတ်တယ်။ ဘယ်ကလဲ မေးပါ။			
src/content/pack.ts	82		app voice (plain Burmese)	နည်းစနစ် ၆ ခု	The six techniques		
src/content/pack.ts	83		app voice (plain Burmese)	AI နှင့် တုပမီဒီယာ	AI & synthetic media		
src/content/pack.ts	84		app voice (plain Burmese)	သတင်း အမှန်အမှား	Information integrity		
src/content/pack.ts	112	body	IN-WORLD (keep formal)	🎮 အခမဲ့ Diamond ၅၀၀၀! သင့် game ID နဲ့ password ကို comment မှာ ရေးပြီး ချက်ချင်း ယူလိုက်ပါ။	🎮 Free 5000 Diamonds! Drop your game ID and password in the comments to claim now.		
src/content/pack.ts	113	evidence	app voice (plain Burmese)	password ကို comment မှာ ရေး	Asking for your password is the trick — no real game ever does.		
src/content/pack.ts	113	evidence	app voice (plain Burmese)	Password တောင်းတာ = လှည့်ကွက်။ တကယ့် game က ဘယ်တော့မှ မတောင်းပါ။	Asking for your password is the trick — no real game ever does.		
src/content/pack.ts	115	body	IN-WORLD (keep formal)	ဂုဏ်ယူပါတယ်! Concert လက်မှတ် အခမဲ့ ၂ စောင် ပေါက်ပါပြီ။ ယနေ့ည ၁၂ နာရီ မတိုင်မီ အချက်အလက် ဖြည့်ပါ။	Congrats! You won 2 free concert tickets. Fill in your details before midnight tonight.		
src/content/pack.ts	116	evidence	app voice (plain Burmese)	ယနေ့ည ၁၂ နာရီ မတိုင်မီ	The deadline rides your excitement so you act before you think.		
src/content/pack.ts	116	evidence	app voice (plain Burmese)	အချိန်ကန့်သတ်ချက်က ဝမ်းသာမှုနဲ့ ရောပြီး တွေးချိန် မပေးအောင် လုပ်တာ။	The deadline rides your excitement so you act before you think.		
src/content/pack.ts	118	body	IN-WORLD (keep formal)	တရားဝင် အသိပေးချက် — သင့် TikTok အကောင့်ကို ၂၄ နာရီအတွင်း ပိတ်ပါမည်။ ဤနေရာတွင် အတည်ပြုပါ။	Official notice — your TikTok account will be disabled within 24 hours. Verify here.		
src/content/pack.ts	119	evidence	app voice (plain Burmese)	၂၄ နာရီအတွင်း ပိတ်ပါမည်	Fear of losing your account rushes you. Real platforms don't ask via a link like this.		
src/content/pack.ts	119	evidence	app voice (plain Burmese)	အကောင့် ဆုံးရှုံးမှာ ကြောက်စိတ်နဲ့ အမြန်နှိပ်ခိုင်းတာ။ တရားဝင် platform က link နဲ့ မတောင်းပါ။	Fear of losing your account rushes you. Real platforms don't ask via a link like this.		
src/content/pack.ts	121	body	IN-WORLD (keep formal)	သင့် အကောင့်တွင် မူပိုင်ခွင့် ချိုးဖောက်မှု တွေ့ရှိသည်။ ၁၂ နာရီအတွင်း အယူခံမဝင်ပါက အကောင့် ပိတ်ပါမည်။	A copyright violation was found on your account. Appeal within 12 hours or it will be disabled.		
src/content/pack.ts	122	evidence	app voice (plain Burmese)	၁၂ နာရီအတွင်း အယူခံမဝင်ပါက	An official-sounding threat — verify the sender through the real app, not the link.		
src/content/pack.ts	122	evidence	app voice (plain Burmese)	တရားဝင်ဟန်နဲ့ ခြိမ်းခြောက်တာ — အမည်၊ လိပ်စာကို သီးခြား စစ်ပါ။	An official-sounding threat — verify the sender through the real app, not the link.		
src/content/pack.ts	125	body	IN-WORLD (keep formal)	အိမ်မှာနေရင်း တစ်ရက် ၅၀,၀၀၀ ကျပ် ဝင်ငွေ! အတည်ပြုပြီးသား ကုမ္ပဏီ။ စရိတ် ၁၀,၀၀၀ သာ ဦးစွာ ပေးရန်။	Earn 50,000 Ks/day from home! Verified company. Just pay a 10,000 Ks joining fee first.		
src/content/pack.ts	126	evidence	app voice (plain Burmese)	စရိတ် ၁၀,၀၀၀ သာ ဦးစွာ ပေးရန်	A real job pays you — it doesn't charge you to join. An upfront fee is the tell.		
src/content/pack.ts	126	evidence	app voice (plain Burmese)	အလုပ်တစ်ခုက ဝင်ဖို့ ငွေ တောင်းတာ မဟုတ်ဘူး။ ရှေ့ပြေး စရိတ် = လှည့်ကွက်။	A real job pays you — it doesn't charge you to join. An upfront fee is the tell.		
src/content/pack.ts	128	body	IN-WORLD (keep formal)	ကျွန်တော် အတည်ပြုထားတဲ့ ကုန်သည်။ ၇ ရက်အတွင်း သင့်ပိုက်ဆံ နှစ်ဆ တိုးစေမယ်။ အာမခံပါတယ်။	I'm a verified trader. I'll double your money in 7 days. Guaranteed.		
src/content/pack.ts	129	evidence	app voice (plain Burmese)	နှစ်ဆ တိုးစေမယ်။ အာမခံ	"\""Guaranteed\"" + \""double\"" — no real expert promises that about money."		
src/content/pack.ts	129	evidence	app voice (plain Burmese)	“အာမခံ” + “နှစ်ဆ” = ရင်းနှီးမြှုပ်နှံမှုမှာ တကယ့်ကျွမ်းကျင်သူ ဘယ်တော့မှ မပြောပါ။	"\""Guaranteed\"" + \""double\"" — no real expert promises that about money."		
src/content/pack.ts	131	body	IN-WORLD (keep formal)	သင့် Wallet ကို ယာယီ ပိတ်ထားသည်။ ပြန်ဖွင့်ရန် သင်ရရှိသော OTP ကုဒ်ကို ဤနံပါတ်သို့ ပြန်ပို့ပါ။	Your wallet is temporarily locked. To reopen it, reply with the OTP code you received.		
src/content/pack.ts	132	evidence	app voice (plain Burmese)	OTP ကုဒ်ကို ... ပြန်ပို့ပါ	Your OTP is the key to your account — no bank ever asks for it.		
src/content/pack.ts	132	evidence	app voice (plain Burmese)	OTP က သင့်အကောင့်ရဲ့ သော့။ ဘယ်ဘဏ်မှ OTP ကို မတောင်းပါ။	Your OTP is the key to your account — no bank ever asks for it.		
src/content/pack.ts	134	body	IN-WORLD (keep formal)	သင့်ထံ ပါဆယ်တစ်ခု ရောက်ရှိနေသည်။ အခွန် ၃,၀၀၀ ကျပ် ချက်ချင်း မပေးပါက ပြန်ပို့ပါမည်။	You have a parcel waiting. Pay 3,000 Ks customs now or it will be returned.		
src/content/pack.ts	135	evidence	app voice (plain Burmese)	အခွန် ၃,၀၀၀ ကျပ် ချက်ချင်း	Being charged for a parcel you didn't order should raise doubt.		
src/content/pack.ts	135	evidence	app voice (plain Burmese)	မမှာထားတဲ့ ပါဆယ်အတွက် ငွေ တောင်းတာ သံသယ ဖြစ်ပါ။	Being charged for a parcel you didn't order should raise doubt.		
src/content/pack.ts	138	body	IN-WORLD (keep formal)	ဂုဏ်ယူပါတယ်! သင် ပညာသင်ဆု ရရှိပါပြီ။ လုပ်ဆောင်ခ ၂၀,၀၀၀ ကျပ် ပေးပြီး နေရာ အတည်ပြုပါ။	Congratulations! You've been awarded a scholarship. Confirm your place with a 20,000 Ks processing fee.		
src/content/pack.ts	139	evidence	app voice (plain Burmese)	လုပ်ဆောင်ခ ၂၀,၀၀၀ ကျပ် ပေးပြီး	A real scholarship never charges you to receive it.		
src/content/pack.ts	139	evidence	app voice (plain Burmese)	တကယ့် ပညာသင်ဆုက ငွေ ပေးခိုင်းတာ မဟုတ်ပါ။	A real scholarship never charges you to receive it.		
src/content/pack.ts	141	body	IN-WORLD (keep formal)	မေးခွန်း ကြိုတင် အဖြေ ရနိုင်ပါပြီ! ယနေ့ ၅,၀၀၀ ကျပ်နဲ့ ဝယ်ပါ။ နောက်ကျရင် ကုန်ပါပြီ။	Get the exam answers in advance! Buy today for 5,000 Ks. Sold out if you're late.		
src/content/pack.ts	142	evidence	app voice (plain Burmese)	နောက်ကျရင် ကုန်ပါပြီ	Manufactured scarcity to rush you — and it's a dishonest offer to begin with.		
src/content/pack.ts	142	evidence	app voice (plain Burmese)	ရှားပါးမှုနဲ့ အမြန်ဆုံး ဆုံးဖြတ်ခိုင်းတာ — ပြီးတော့ တရားမဝင်တဲ့ ကိစ္စ။	Manufactured scarcity to rush you — and it's a dishonest offer to begin with.		
src/content/pack.ts	145	body	IN-WORLD (keep formal)	နာမည်ကြီး ကြယ်ပွင့်တစ်ဦး ဒီ app ကို ထောက်ခံနေတဲ့ ဗီဒီယို — ကိုယ်တိုင် ကြည့်လိုက်ပါ။	A video of a famous celebrity endorsing this app — see it for yourself.		
src/content/pack.ts	146	evidence	app voice (plain Burmese)	ကိုယ်တိုင် ကြည့်လိုက်ပါ	AI can swap faces and voices now — don't trust a lone video.		
src/content/pack.ts	146	evidence	app voice (plain Burmese)	AI က မျက်နှာ/အသံ ပြောင်းနိုင်ပြီ။ တစ်နေရာတည်းက ဗီဒီယိုကို မယုံနဲ့။	AI can swap faces and voices now — don't trust a lone video.		
src/content/pack.ts	148	body	IN-WORLD (keep formal)	ယခုပဲ ဖြစ်နေတာ! ဒီဓာတ်ပုံကို ချက်ချင်း ဝေမျှပါ။ မဖြန့်ရင် နောက်ကျသွားမယ်။	Happening right now! Share this photo immediately. You'll be too late if you don't.		
src/content/pack.ts	149	evidence	app voice (plain Burmese)	မဖြန့်ရင် နောက်ကျသွားမယ်	The urge to share fast is engineered — a real photo can be from another time.		
src/content/pack.ts	149	evidence	app voice (plain Burmese)	အမြန်ဖြန့်ချင်စိတ်က ဒီဇိုင်းလုပ်ထားတာ။ ပုံမှန်ပေမဲ့ အချိန်/နေရာ လွဲနိုင်တယ်။	The urge to share fast is engineered — a real photo can be from another time.		
src/content/pack.ts	151	body	IN-WORLD (keep formal)	ဆရာဝန်တစ်ဦး အတည်ပြုသည် — ဒီ ဆေးဖက်ဝင် အရွက်က ရောဂါ အားလုံး ပျောက်စေသည်။	A doctor confirms — this herb cures every illness.		
src/content/pack.ts	152	evidence	app voice (plain Burmese)	ဆရာဝန်တစ်ဦး အတည်ပြုသည်	"\""A doctor\"" with no name you can check is a fake expert."		
src/content/pack.ts	152	evidence	app voice (plain Burmese)	အမည် စစ်လို့မရတဲ့ “ဆရာဝန်” = အတု ကျွမ်းကျင်သူ။	"\""A doctor\"" with no name you can check is a fake expert."		
src/content/pack.ts	155	body	IN-WORLD (keep formal)	“အစ်ကိုပါ၊ အရေးပေါ် ဖြစ်နေလို့ အခု ငွေ လွှဲပေးပါ” — အသံက ရင်းနှီးသလို ခံစားရ။	"\""It's your brother, there's an emergency, transfer money now\"" — the voice sounds familiar."		
src/content/pack.ts	156	evidence	app voice (plain Burmese)	အခု ငွေ လွှဲပေးပါ	Voices can be cloned now — for money, hang up and call back on a number you know.		
src/content/pack.ts	156	evidence	app voice (plain Burmese)	အသံကို AI က ပုံတူ လုပ်နိုင်ပြီ။ ငွေကိစ္စဆို သိပြီးသား နံပါတ်ကနေ ပြန်ခေါ်ပါ။	Voices can be cloned now — for money, hang up and call back on a number you know.		
src/content/pack.ts	158	body	IN-WORLD (keep formal)	မင်း profile ကို တွေ့လိုက်ရတာ အရမ်း သဘောကျတယ်။ ကျွန်တော်တို့ ပိုရင်းနှီးအောင် ဒီ app မှာ chat ရအောင်။	I saw your profile and really like you. Let's get closer — chat me on this other app.		
src/content/pack.ts	159	evidence	app voice (plain Burmese)	ဒီ app မှာ chat ရအောင်	Fast intimacy plus moving you to another app is a pattern — slow down.		
src/content/pack.ts	159	evidence	app voice (plain Burmese)	အမြန် ရင်းနှီးအောင်လုပ်ပြီး တခြားနေရာ ခေါ်တာ — ဖြည်းဖြည်း၊ သတိထားပါ။	Fast intimacy plus moving you to another app is a pattern — slow down.		
src/content/pack.ts	162	body	IN-WORLD (keep formal)	မနက်ဖြန် ဘောလုံးပွဲ လာမလား? ၄ နာရီ ကျောင်းကွင်းမှာနော်။	Coming to the football match tomorrow? 4pm at the school field.		
src/content/pack.ts	163		app voice (plain Burmese)	အမေ	sc-g-mom		
src/content/pack.ts	164	body	IN-WORLD (keep formal)	ကျောင်းက ပြန်ရင် ဟင်းသီးဟင်းရွက် ဝယ်ခဲ့နော် သား။ ငွေ အိတ်ထဲမှာ ထားခဲ့တယ်။	Buy some vegetables on your way home from school, dear. I left money in your bag.		
src/content/pack.ts	166	body	IN-WORLD (keep formal)	Grade 10 စာမေးပွဲ ရလဒ်များကို တနင်္လာနေ့ ကျောင်းတွင် ကြေညာပါမည်။	Grade 10 exam results will be posted at school on Monday.		
src/content/pack.ts	168	body	IN-WORLD (keep formal)	ဒီစနေ၊ တနင်္ဂနွေ အတွက် ၅GB ဒေတာ ၃,၀၀၀ ကျပ်။ *၁၂၃# ခေါ်ပြီး ဝယ်ယူနိုင်ပါသည်။	This weekend: 5GB data for 3,000 Ks. Dial *123# to buy.		
src/content/pack.ts	170	body	IN-WORLD (keep formal)	မင်း charger ကို ငှားသုံးလိုက်တယ်နော်။ ကျောင်းအိတ်ထဲမှာ ပြန်ထည့်ပေးထားမယ်။	Borrowed your charger — I'll put it back in your school bag.		
src/content/pack.ts	179	body	IN-WORLD (keep formal)	မနေ့ညက မိုးကြောင့် ရေကြီးနေတဲ့ ပုံ! တစ်မြို့လုံး နစ်နေပြီ 😱 ဝေမျှပေးကြပါ	Photo of last night's flood! The whole city is under water 😱 Please share		
src/content/pack.ts	180	evidence	app voice (plain Burmese)	တစ်မြို့လုံး နစ်နေပြီ	Photos like this are often from another year. Reverse-search it before sharing.		
src/content/pack.ts	180	evidence	app voice (plain Burmese)	ပုံက တခြားနှစ်က ဖြစ်နေတတ်တယ်။ ဝေမျှခင် ပုံကို ပြန်ရှာကြည့်ပါ။	Photos like this are often from another year. Reverse-search it before sharing.		
src/content/pack.ts	182	body	IN-WORLD (keep formal)	မန္တလေးမှာ အခုပဲ ဖြစ်နေတာ 🔴 လူတွေ အများကြီး စုနေတယ်	Happening in Mandalay right now 🔴 Huge crowd gathering		
src/content/pack.ts	183	evidence	app voice (plain Burmese)	အခုပဲ ဖြစ်နေတာ	The clip can be real while the place and time are wrong. Ask where it is from.		
src/content/pack.ts	183	evidence	app voice (plain Burmese)	ပုံက အစစ် ဖြစ်နိုင်ပေမဲ့ နေရာနဲ့ အချိန်က လွဲနေတတ်တယ်။ ဘယ်ကလဲ မေးပါ။	The clip can be real while the place and time are wrong. Ask where it is from.		
src/content/pack.ts	184		app voice (plain Burmese)	မမ ရီရီ	sc-voice-clip		
src/content/pack.ts	185	body	IN-WORLD (keep formal)	ဒီအသံဖိုင် နားထောင်ကြည့်။ ဆရာဝန်ကြီး ကိုယ်တိုင် ပြောထားတာ။ ဒီဆေး မသောက်ရဘူးတဲ့။	Listen to this recording. It's the senior doctor himself saying not to take this medicine.		
src/content/pack.ts	186	evidence	app voice (plain Burmese)	ဆရာဝန်ကြီး ကိုယ်တိုင် ပြောထားတာ	Voices are easy to fake now. Find who posted it and where the original is.		
src/content/pack.ts	186	evidence	app voice (plain Burmese)	အသံကို အခု အလွယ်တကူ တုပလို့ရပြီ။ ဘယ်သူ တင်ခဲ့လဲ၊ မူရင်း ဘယ်မှာလဲ ရှာပါ။	Voices are easy to fake now. Find who posted it and where the original is.		
src/content/pack.ts	187		app voice (plain Burmese)	အထက ကျောင်းအုပ်	sc-school-notice		
src/content/pack.ts	188	body	IN-WORLD (keep formal)	မနက်ဖြန် ကျောင်း ၉ နာရီမှ စပါမယ်။ စာမေးပွဲ အချိန်ဇယား ကျောင်းက သတင်းဘုတ်မှာ ကပ်ထားပါတယ်။	School starts at 9am tomorrow. The exam timetable is posted on the school noticeboard.		
src/content/pack.ts	189		app voice (plain Burmese)	သတင်းစုံ	sc-quote-shot		
src/content/pack.ts	190	body	IN-WORLD (keep formal)	ဝန်ကြီးက ဒီလို ပြောလိုက်တယ် — screenshot ပါ။ မယုံရင် ကိုယ်တိုင် ကြည့်	The minister said this — screenshot attached. Don't believe me? See for yourself.		
src/content/pack.ts	191	evidence	app voice (plain Burmese)	screenshot ပါ	Screenshots can be edited. Go and find the original post.		
src/content/pack.ts	191	evidence	app voice (plain Burmese)	Screenshot က စာလုံးတွေ ပြင်လို့ရတယ်။ မူရင်း ပို့စ်ကို သွားရှာပါ။	Screenshots can be edited. Go and find the original post.		
src/content/pack.ts	193	body	IN-WORLD (keep formal)	ယခုမှ ရရှိသော ဗီဒီယို — ယနေ့နံနက် ဖြစ်ပွားမှု။ မဝေမျှမီ ဖျက်ခံရနိုင်သည်။	Just-received video — this morning's incident. May be deleted before you share it.		
src/content/pack.ts	194	evidence	app voice (plain Burmese)	မဝေမျှမီ ဖျက်ခံရနိုင်	Rushing you to share is a way to stop you checking. Look at when the video is from.		
src/content/pack.ts	194	evidence	app voice (plain Burmese)	အမြန် ဝေမျှခိုင်းတာက စစ်ချိန် မပေးချင်လို့။ ဗီဒီယို ဘယ်နှစ်က လဲ အရင်ကြည့်ပါ။	Rushing you to share is a way to stop you checking. Look at when the video is from.		
src/content/pack.ts	196	body	IN-WORLD (keep formal)	သုတေသနတစ်ခုအရ ဤအစားအစာသည် ရောဂါကို ကာကွယ်နိုင်ကြောင်း တွေ့ရှိရသည်။	A study has found that this food can prevent the disease.		
src/content/pack.ts	197	evidence	app voice (plain Burmese)	သုတေသနတစ်ခုအရ	Which study, by whom? An unnamed study is one you cannot check.		
src/content/pack.ts	197	evidence	app voice (plain Burmese)	ဘယ် သုတေသနလဲ၊ ဘယ်သူ လုပ်တာလဲ မပါဘူး။ အမည် မပါတဲ့ သုတေသနက စစ်လို့ မရဘူး။	Which study, by whom? An unnamed study is one you cannot check.		
src/content/pack.ts	198		app voice (plain Burmese)	ကူညီရေး အဖွဲ့	sc-charity-push		
src/content/pack.ts	199	body	IN-WORLD (keep formal)	ကလေးလေး အသက်ရှင်ဖို့ ယနေ့ည မတိုင်မီ လိုအပ်နေပါတယ်။ ဆရာဝန်တွေက အာမခံထားပါတယ်။	The child needs it before tonight to survive. The doctors have guaranteed it.		
src/content/pack.ts	200	evidence	app voice (plain Burmese)	ဆရာဝန်တွေက အာမခံထားပါတယ်	Sympathy plus a deadline, used together. Look up the group's name separately.		
src/content/pack.ts	200	evidence	app voice (plain Burmese)	စာနာစိတ်နဲ့ အချိန်ကန့်သတ်ချက် တွဲသုံးထားတယ်။ အဖွဲ့အမည်ကို သီးခြား ရှာကြည့်ပါ။	Sympathy plus a deadline, used together. Look up the group's name separately.		
src/content/pack.ts	202	body	IN-WORLD (keep formal)	သင့်အကောင့်မှ ငွေ ၅၀,၀၀၀ ကျပ် ထုတ်ယူပြီးပါပြီ။ သင် မဟုတ်ပါက ဘဏ်ခွဲသို့ ကိုယ်တိုင် သွားပါ။	50,000 Ks was withdrawn from your account. If this was not you, visit a branch in person.		
src/content/pack.ts	203		app voice (plain Burmese)	ကိုကို	sc-friend-check		
src/content/pack.ts	204	body	IN-WORLD (keep formal)	ဒီပို့စ် မှန်လား မသိဘူး။ မင်း ဘယ်လို ထင်လဲ။ ငါ မဝေမျှသေးဘူး။	Not sure if this post is true. What do you think? I haven't shared it yet.		
src/content/pack.ts	205		app voice (plain Burmese)	ကျန်းမာရေး အကြံပေး	sc-tea-cure		
src/content/pack.ts	206	body	IN-WORLD (keep formal)	ဒီလက်ဖက်ရည် နေ့တိုင်း သောက်ရင် ဆေးရုံ သွားစရာ မလိုတော့ဘူးလို့ ဆရာဝန်တစ်ယောက်က ပြောတယ်	A doctor says if you drink this tea daily you'll never need a hospital again		
src/content/pack.ts	207	evidence	app voice (plain Burmese)	ဆရာဝန်တစ်ယောက်က ပြောတယ်	Which doctor? No name, no place. If you cannot check it, it is not evidence.		
src/content/pack.ts	207	evidence	app voice (plain Burmese)	ဘယ် ဆရာဝန်လဲ။ အမည် မပါဘူး၊ ဘယ်မှာ ပြောခဲ့လဲ မပါဘူး။ စစ်လို့ မရရင် သက်သေ မဟုတ်ဘူး။	Which doctor? No name, no place. If you cannot check it, it is not evidence.		
src/content/pack.ts	221	body	IN-WORLD (keep formal)	ဖုန်းအသစ် ၁၀ လုံး ပေးမယ်! Follow လုပ်၊ share လုပ်ပြီး DM ပို့လိုက်ပါ။ ယနေ့ပဲ	Giving away 10 new phones! Follow, share, and DM me. Today only		
src/content/pack.ts	222	evidence	app voice (plain Burmese)	ယနေ့ပဲ	Making you follow and share first is how the account grows fast. The prize never arrives.		
src/content/pack.ts	222	evidence	app voice (plain Burmese)	Follow နဲ့ share အရင်ခိုင်းတာက အကောင့် မြန်မြန်ကြီးအောင် လုပ်တာ။ ဆုမဲက ဘယ်တော့မှ မရောက်ဘူး။	Making you follow and share first is how the account grows fast. The prize never arrives.		
src/content/pack.ts	224	body	IN-WORLD (keep formal)	Live ထဲမှာ ငွေလွှဲပေးရင် နှစ်ဆ ပြန်ပေးမယ်။ ပထမ ၂၀ ယောက်ပဲ	Send money during this live and I'll send back double. First 20 people only		
src/content/pack.ts	225	evidence	app voice (plain Burmese)	ပထမ ၂၀ ယောက်ပဲ	A limited slot plus the rush of a live stream. Doubling money back never happens.		
src/content/pack.ts	225	evidence	app voice (plain Burmese)	အရေအတွက် ကန့်သတ်ပြီး live ရဲ့ အရှိန်နဲ့ တွန်းတာ။ ငွေ နှစ်ဆ ပြန်ပေးတာ ဘယ်တော့မှ မရှိဘူး။	A limited slot plus the rush of a live stream. Doubling money back never happens.		
src/content/pack.ts	227	body	IN-WORLD (keep formal)	ဒီညနေ ဖြစ်ခဲ့တာ 🔴 မမျှဝေရင် ဖျက်ခံရမယ်	This happened this evening 🔴 Share before it gets taken down		
src/content/pack.ts	228	evidence	app voice (plain Burmese)	မမျှဝေရင် ဖျက်ခံရမယ်	"\""It'll be taken down\"" is a trick to make you share without checking. Look at when the video is from."		
src/content/pack.ts	228	evidence	app voice (plain Burmese)	“ဖျက်ခံရမယ်” ဆိုတာ မစစ်ဘဲ မျှခိုင်းတဲ့ လှည့်ကွက်။ ဗီဒီယို ဘယ်နှစ်က လဲ ကြည့်ပါ။	"\""It'll be taken down\"" is a trick to make you share without checking. Look at when the video is from."		
src/content/pack.ts	231	body	IN-WORLD (keep formal)	ထိုင်းမှာ ရုံးအလုပ်၊ လစာ တစ်လ ၂၅ သိန်း။ ဘာသာစကား မလိုပါ။ ကျွန်တော် ကိုယ်တိုင် ပို့ပေးမယ်	Office job in Thailand, 2.5 million kyat a month. No language needed. I'll arrange everything myself		
src/content/pack.ts	232	evidence	app voice (plain Burmese)	ဘာသာစကား မလိုပါ	Very high pay with very low requirements is the warning sign. Search the company name separately.		
src/content/pack.ts	232	evidence	app voice (plain Burmese)	လစာ အရမ်းများပြီး စည်းကမ်း အရမ်းလျော့တာက သတိထားရမယ့် အချက်။ ကုမ္ပဏီ နာမည်ကို သီးခြား ရှာကြည့်ပါ။	Very high pay with very low requirements is the warning sign. Search the company name separately.		
src/content/pack.ts	234	body	IN-WORLD (keep formal)	အလုပ် အတည်ဖြစ်ပါပြီ။ နေရာ သေချာဖို့ ဝန်ဆောင်ခ ၃ သိန်း ယနေ့ည မတိုင်မီ လွှဲပါ	Your job is confirmed. Transfer the 300,000 service fee before tonight to secure the place		
src/content/pack.ts	235	evidence	app voice (plain Burmese)	ဝန်ဆောင်ခ ၃ သိန်း	A real job pays you; it does not charge you. An upfront fee means stop.		
src/content/pack.ts	235	evidence	app voice (plain Burmese)	တကယ့် အလုပ်က သင့်ကို ငွေပေးတာ၊ သင့်ဆီက ငွေတောင်းတာ မဟုတ်ဘူး။ ကြိုပေးရတဲ့ ကြေး = ရပ်လိုက်ပါ။	A real job pays you; it does not charge you. An upfront fee means stop.		
src/content/pack.ts	237	body	IN-WORLD (keep formal)	ခရီးသွား ဗီဇာနဲ့ ဘန်ကောက် အရင်သွားပါ။ အလုပ် ဗီဇာက အဲဒီရောက်မှ ပြောင်းပေးမယ်	Travel to Bangkok on a tourist visa first. We'll change it to a work visa after you arrive		
src/content/pack.ts	238	evidence	app voice (plain Burmese)	ခရီးသွား ဗီဇာနဲ့	Being told to travel for work on a tourist visa is the most dangerous step. Stop here and tell an adult you trust.		
src/content/pack.ts	238	evidence	app voice (plain Burmese)	အလုပ်အတွက် ခရီးသွား ဗီဇာနဲ့ သွားခိုင်းတာက အန္တရာယ် အကြီးဆုံး အချက်။ ဒီအဆင့်မှာ ရပ်ပြီး ယုံရတဲ့ လူကြီး တစ်ယောက်ကို ပြောပါ။	Being told to travel for work on a tourist visa is the most dangerous step. Stop here and tell an adult you trust.		
src/content/pack.ts	240	body	IN-WORLD (keep formal)	ငလျင် နောက်ဆက်တွဲ ကြောက်စရာ ဗီဒီယို 😱 အောက်က link မှာ ကြည့်ပါ	Terrifying aftermath footage of the earthquake 😱 Watch at the link below		
src/content/pack.ts	241	evidence	app voice (plain Burmese)	အောက်က link မှာ ကြည့်ပါ	Most disaster fakes exist to earn ad money. Ask who profits from your click.		
src/content/pack.ts	241	evidence	app voice (plain Burmese)	ဘေးအန္တရာယ် သတင်းအတု အများစုက ကြော်ငြာ ဝင်ငွေ အတွက် လုပ်တာ။ ဘယ်သူ ပိုက်ဆံ ရမလဲ မေးပါ။	Most disaster fakes exist to earn ad money. Ask who profits from your click.		
src/content/pack.ts	243	body	IN-WORLD (keep formal)	မနက်ဖြန် ရန်ကုန်မှာ မိုးရွာနိုင်ပါတယ်။ မိုးလေဝသ ဌာန ထုတ်ပြန်ချက်ကို ကိုးကားပါတယ်။	Rain is likely in Yangon tomorrow. Source: the meteorology department bulletin.		
src/content/pack.ts	295	title	app voice (plain Burmese)	အရေးပေါ် ဖိအား	t1-urgency		
src/content/pack.ts	296	meet	app voice (plain Burmese)	သင့်အကောင့်ကို ၂၄ နာရီအတွင်း ပိတ်ပါမယ်။ ချက်ချင်း အတည်ပြုပါ။	KBZ Support		
